SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0122-0-00,99 vista montana,san jose,CA,95134,9752041,2016,multifamily housing,530457,661182,2024,in compliance,,,100,27,54.2,27.2,54.3,2853794,82571.3,690.7,438.6,1129.3,,17398.7,,,,1286,,,,,,,18684.7,28.26,78
0124-0-00,3939 n 1st st,san jose,CA,95134,9753008,1984,office,64336,64399,2024,in compliance,,,,39.7,103.8,40.8,105,669684.3,3400.4,162.1,18.1,180.1,,890.2,,,,,,,,,,,973.1,15.12,
0125-0-00,3901 n 1st st,san jose,CA,95134,9753009,2016,office,65188,65188,2024,in compliance,,,44,84.6,180.9,88.6,183.7,989936.8,23970.2,239.6,127.3,366.9,,371.9,735.5,,,,,,,,,,1107.4,16.99,
0126-0-00,3833 n 1st st,san jose,CA,95134,9753010,1980,office,80908,80908,2024,in compliance,,,91,40.3,91.8,42.3,93.9,670803,11329.8,162.4,60.2,222.5,302.2,,,,,,,,,,,,302.2,3.74,
0128-0-00,198 champion ct,san jose,CA,95134,9753019,2002,laboratory,111450,111450,2024,in compliance,,,,290.6,813.7,290.6,813.7,9492750,,2297.5,0,2297.5,,,,866.4,,1257.3,,,,,,,2123.7,19.06,
0129-0-00,195 champion ct,san jose,CA,95134,9753020,1986,laboratory,60370,60370,2024,in compliance,,,,50,140,50,140,884880,,214.2,0,214.2,158.9,,,,,1677.3,,,,,,,1836.3,30.42,
0131-0-00,3725 n 1st st,san jose,CA,95134,9753025,2015,office,70656,223899.9,2024,in compliance,,,,1.6,4.4,1.6,4.4,102245.3,,24.7,0,24.7,,,332.9,,,,,,,,,,332.9,1.49,
0133-0-00,225 w tasman dr,san jose,CA,95134,9753032,1995,office,140210,137761,2024,in compliance,2024,compliant,73,49.5,120.3,49.5,120.3,1619705,14749.1,392,78.3,470.4,0,663.8,2655.1,,,,,,,,,,3318.9,23.46,
0134-0-00,255 w tasman dr,san jose,CA,95134,9753033,1995,office,320053,181249,2024,in compliance,2024,compliant,60,58.9,143.3,60.8,145.4,2563772,26682.2,620.5,141.7,762.2,,4414,,,,,,,,,,,4414,23.51,
0134-0-01,285 w tasman,san jose,CA,95134,9753033,1995,office,141429,141429,2024,in compliance,2024,compliant,96,28.3,60.5,27.2,57.6,687563.5,15040.5,166.4,79.9,246.3,,3397.3,,,,,,,,,,,3397.3,24.02,
0135-0-00,3655 n 1st st,san jose,CA,95134,9753034,2015,office,636145,636145,2024,in compliance,,,12,148.3,326.7,151.4,329.9,18214420,341629.9,4408.4,1814.6,6223,9981.6,,3690.6,,,,,,,,,,13672.2,21.49,
0136-0-00,250 w tasman dr,san jose,CA,95134,9754015,2016,office,95550,93959,2024,in compliance,,,97,16.8,46.9,17.3,48.4,481270,0,116.5,0,116.5,,1097.2,,,,,,,,,,,1097.2,11.55,
0137-0-00,230 w tasman dr,san jose,CA,95134,9754016,1995,office,95484,95484,2024,in compliance,,,59,85.9,176.1,87.7,176.5,1349330,37716.4,326.6,200.3,526.9,91.8,,1124.3,,,,,,,,,,1216.1,12.74,
0138-0-00,210 w tasman dr,san jose,CA,95134,9754017,1994,office,95939,95113,2024,in compliance,,,89,62.6,142.3,65.2,144.6,1213306,20585.8,293.7,109.3,403,18.7,,1674.3,,,,,,,,,,1693.1,17.8,
0139-0-00,190 w tasman dr,san jose,CA,95134,9754018,1994,office,95948,97407,2024,in compliance,,,58,106.1,227.1,108.7,229.9,1888499,41459,457.1,220.2,677.3,392.8,,1995.9,,,,,,,,,,2388.7,24.52,
0142-0-00,51 rio robles,san jose,CA,95134,9755017,1984,mixed use property,60566,60566,2024,in compliance,,,,390.3,944.6,394,948.4,5424391,53532.3,1312.9,284.3,1597.2,,3375.2,,,,,,,,,,,3375.2,55.73,
0143-0-00,77 rio robles,san jose,CA,95134,9755018,1986,office,68243,68243,2024,in compliance,,,75,27.6,76.7,27.6,76.7,545101.5,220.7,131.9,1.2,133.1,,2923.4,,,,,,,,,,,2923.4,42.84,
0144-0-00,125 rio robles,san jose,CA,95134,9755021,1997,other - technology/science,107530,104500,2024,in compliance,,,,241.3,619.9,242.6,617.5,6347924,36964.2,1536.4,196.3,1732.7,3718.6,,1272.4,,,,,,,,,,4991,47.76,
0145-0-00,145 rio robles,san jose,CA,95134,9755022,1984,office,56895,57586,2024,in compliance,2024,compliant,62,51.9,97.9,51.9,97.9,418447.2,15617.6,101.3,83,184.2,,1312.8,,,,,,,,,,,1312.8,22.8,
0145-1-00,80 w tasman dr,san jose,CA,95134,9755024,1997,other - technology/science,104520,104520,2024,in compliance,,,,27.1,49.1,28.7,50.4,355841.4,17804.1,86.1,94.6,180.7,804.9,,1434.8,,,,,,,,,,2239.7,21.43,
0147-0-00,2655 seely ave bldg 10,san jose,CA,95134,9766008,2010,office,208000,204395,2024,in compliance,,,,107.9,266.2,104.2,255.6,5005617,42169.7,1211.5,224,1435.5,5840.1,,,,,,,,,,,829.7,6669.8,32.63,
0148-0-00,2655 seely ave bldg 9,san jose,CA,95134,9766009,2005,office,84710,83126,2024,in compliance,,,,142.2,362,142.2,362,2960074,17232.8,716.4,91.5,808,,,,,,,,,,369.6,,,369.6,4.45,
0149-0-00,2655 seely ave bldg 8,san jose,CA,95134,9767005,2005,office,68139,68001,2024,in compliance,,,,52.6,117,55.4,119.9,703358.7,13672.4,170.2,72.6,242.9,,,,,,,,,,47.6,,,47.6,0.7,
0150-0-00,2655 seely ave bldg 5,san jose,CA,95134,9767007,1985,office,90031,89656,2024,in compliance,,,,59.7,84,59.7,84,319980.1,42642.9,77.4,226.5,303.9,222.5,,,,,,,,,,,,222.5,2.48,
0150-1-00,2655 seely ave bldg 6,san jose,CA,95134,9767007,1985,office,63593,63593,2024,in compliance,,,,96.9,225.5,100.1,228.8,1317673,18671.7,318.9,99.2,418.1,159.2,,,,,,,,,,,,159.2,2.5,
0151-0-00,2655 seely ave bldg 7,san jose,CA,95134,9767008,1998,office,58314,54800,2024,in compliance,,,,2739.6,7658.7,2692,7523.4,43105410,4467.4,10432.8,23.7,10456.5,126.1,,,,,,,,,,,,126.1,2.3,
0152-0-00,695 river oaks pkwy,san jose,CA,95134,9768001,1982,office,21721,21721,2024,in compliance,2024,exempt,91,29.4,76.5,29.4,76.5,166284.8,704.4,40.2,3.7,44,,162.9,,,,,,,,,,,162.9,7.5,
0152-0-01,677 river oaks pkwy,san jose,CA,95134,9768001,1982,laboratory,43697,43697,2024,in compliance,2024,exempt,,278.3,729.4,279.5,730.6,3198929,12971.7,774.2,68.9,843.1,,450.1,,,,,,,,,,,450.1,10.3,
0152-0-02,683 river oaks pkwy,san jose,CA,95131,9768001,1982,office,26676,26676,2024,in compliance,2024,exempt,29,59.3,131.3,58.7,129.5,303431.5,5304.1,73.4,28.2,101.6,42.4,,0,,,,,,,,,,42.4,1.59,
0153-0-00,631 river oaks pkwy,san jose,CA,95134,9768002,1981,office,27629,27629,2024,in compliance,2024,exempt,85,30.9,69.9,31.7,70.8,173489.3,2850.7,42,15.1,57.1,,137.6,1146.8,,,,,,,,,,1284.4,46.49,
0153-0-01,641-645 river oaks pkwy,san jose,CA,95134,9768002,1982,office,27652,27652,2024,in compliance,,,,19.4,41.1,20.6,42.4,96048,2420.6,23.2,12.9,36.1,,206.6,,,,,,,,,,,206.6,7.47,
0153-0-02,651 river oaks pkwy,san jose,CA,95134,9768002,1983,office,35840,35840,2024,in compliance,,,50,38.5,99.4,39.3,100.3,354499.3,1973.7,85.8,10.5,96.3,80.3,,,,,,,,,,,,80.3,2.24,
0154-0-00,611-621 river oaks pkwy,san jose,CA,95134,9768003,1983,office,53510,53510,2024,in compliance,2024,exempt,1,811.1,861.7,811.5,862.8,318095.3,423403.7,24.7,2248.9,2273.6,,5.2,,,,,,,,,,,5.2,0.1,
0154-0-01,625-627 river oaks pkwy,san jose,CA,95134,9768003,1982,office,36886,36886,2024,in compliance,,,74,30.8,68.8,32.5,70.6,225457.7,4283,54.6,22.7,77.3,289.9,,1782.5,,,,,,,,,,2072.4,56.18,
0155-0-00,670 river oaks pkwy,san jose,CA,95134,9771004,1989,strip mall,95036,22382,2024,in compliance,,,,107.7,222,106.3,218,399069.6,10168.7,96.6,54,150.6,,513.7,,,,,,,,,,,513.7,22.95,
0159-0-00,345 elan village ln,san jose,CA,95134,9771020,1993,multifamily housing,95036,855047,2024,in compliance,,,100,11.1,24.4,11.3,24.6,4394059,82165.2,1063.5,436.4,1499.9,,38561.9,,,,,,,,,,,38561.9,18.72,69
0163-0-00,4343 renaissance dr,san jose,CA,95134,9778001,1999,multifamily housing,588326,588326,2024,in compliance,,,62,52.4,86.1,53.2,86.3,2998040,210630.2,725.6,1118.8,1844.4,,31776.7,,,,6064.7,,,,,,,37841.4,64.32,30
0168-0-00,90 rose orchard way,san jose,CA,95134,9779005,1985,manufacturing/industrial plant,22750,22750,2024,in compliance,,,,119.3,333.9,119.3,333.9,795153.6,,192.5,0,192.5,1068.3,,,,,,,,,,,,1068.3,46.96,
0169-0-00,80 rose orchard way,san jose,CA,95134,9779006,1985,manufacturing/industrial plant,41200,41000,2024,in compliance,,,,1744.8,3325.5,1750.4,3315.2,10143490,371575.5,2455,1973.6,4428.6,,7271,,,,,,,,,,,7271,177.34,
0173-0-00,3860 n 1st st,san jose,CA,95134,9780001,2017,manufacturing/industrial plant,101582,94000,2024,in compliance,,,,92.9,178.9,94.3,179.2,1261542,45609,305.3,242.3,547.6,340,,514,,,,,,,,,,854,9.09,
0174-0-00,3870 n 1st st,san jose,CA,95134,9780002,1991,office,88000,89616,2024,in compliance,2024,exempt,20,111.1,278.6,111.3,277.2,2406572,17651.9,582.5,93.8,676.2,,1810.7,,,,,,,,,,,1810.7,20.2,
0175-0-00,3850 n 1st st,san jose,CA,95134,9780006,1981,office,88000,89616,2024,in compliance,,,,254.5,627,255.4,624.3,5345234,46515.8,1293.7,247.1,1540.8,,1224.3,,,,,,,,,,,1224.3,13.66,
0176-0-00,55-85 nicholson ln,san jose,CA,95134,9780007,1980,office,122729,48893,2024,in compliance,,,1,186,492.9,188.1,495.1,2437138,8799.9,589.9,46.7,636.6,66,,921.4,,,,,,,,,,987.4,20.19,
0176-0-01,101-115 nicholson lane,san jose,CA,95134,9780007,1980,office,122729,36144,2024,in compliance,,,74,37.8,93.6,39.2,95.1,326228.9,3052,79,16.2,95.2,25.5,,409.9,,,,,,,,,,435.4,12.05,
0176-0-02,125-155 nicholson lane,san jose,CA,95134,9780007,1980,office,122729,37728,2024,in compliance,,,53,53.1,118,56,121.1,393789.3,7682.6,95.3,40.8,136.1,77.7,,654.7,,,,,,,,,,732.4,19.41,
0177-0-00,100 rose orchard way,san jose,CA,95134,9782001,1985,office,41286,41286,2024,in compliance,2024,not submitted,,6.9,17.9,6.9,17.9,73296.6,361.5,17.7,1.9,19.7,,14.3,,,829.9,,,,,,,,844.2,20.45,
0178-0-00,120 rose orchard way,san jose,CA,95134,9782002,1985,office,62974,314455,2024,in compliance,2024,not submitted,,14,30.1,14.4,30.6,813623.3,17504.9,196.9,93,289.9,,,,,221.5,,,,,,,,221.5,0.7,
0179-0-00,150 rose orchard way,san jose,CA,95134,9782003,1985,office,92448,92448,2024,in compliance,2024,not submitted,,68.9,169.3,68.9,169.3,1500313,12537.4,363.1,66.6,429.7,,443.2,,,866.4,,,,,,,,1309.6,14.17,
0180-0-00,180 rose orchard way,san jose,CA,95134,9782005,1985,office,57745,57745,2024,in compliance,,,,137.5,353.8,137.8,351.6,2001416,11269.9,484.4,59.9,544.3,,512,,,191.8,,,,,,,,703.8,12.19,
0181-0-00,170 rose orchard way,san jose,CA,95134,9782007,1985,office,60002,60002,2024,in compliance,,,,119.5,243.8,122.4,244.9,1169808,33508,283.1,178,461.1,,155.4,,,807.2,,,,,,,,962.6,16.04,
0200-0-00,2585 seaboard ave,san jose,CA,95131,10101002,1970,hotel,61319,61319,2024,in compliance,2024,not submitted,100,34.9,58.2,35.4,58.7,511930.4,32645.2,123.9,173.4,297.3,,4986.9,,,,,,,,,,,4986.9,35.2,
0201-0-00,2514 channing ave,san jose,CA,95131,10101004,1974,wholesale club/supercenter,37016,19368,2024,in compliance,,,97,23.4,40,26.1,42.7,49860,3348.1,12.1,17.8,29.9,122.7,,,,,,,,,,,,122.7,6.34,
0202-0-00,2541 seaboard ave,san jose,CA,95131,10101005,1975,manufacturing/industrial plant,31980,31980,2024,in compliance,,,,16.2,45.2,16.2,45.2,151450.5,,36.7,0,36.7,,381.3,,,,,,,,,,,381.3,11.92,
0203-0-00,2504 seaboard ave,san jose,CA,95131,10101007,1974,non-refrigerated warehouse,20714,20714,2024,in compliance,,,54,16.6,42.6,17.1,43.1,87257.1,564.6,21.1,3,24.1,357.6,,,,,,,,,,,,357.6,17.26,
0204-0-00,2510 -2566 seaboard ave,san jose,CA,95131,10101008,1973,other - services,54219,54219,2024,in compliance,,,,11,26,11.6,26.9,133276.2,1768,32.3,9.4,41.6,165.3,,395,,,,,,,,,,560.3,10.33,
0206-0-00,10 w trimble rd,san jose,CA,95131,10102003,1991,hotel,56192,106000,2024,in compliance,2024,not submitted,93,50.1,92.7,51.2,93.9,712639.8,29959.7,172.5,159.1,331.6,,4913.4,,,,,,,,,,,4913.4,46.35,
0208-0-00,2560 & 2570 orchard pkwy,san jose,CA,95131,10132002,2021,office,129024,129024,2024,in compliance,2024,not submitted,85,77.9,86.4,82.7,91.5,101457.9,103200.4,24.6,548.1,572.7,493.3,,,,,,,,,,,,493.3,3.82,
0209-0-00,2580 orchard pkwy,san jose,CA,95131,10132001,1999,office,64512,61012,2024,in compliance,,,,66.9,132.5,68.4,134,635758.8,20023.5,153.9,106.4,260.2,,4409,,,,,,,,,,,4409,72.26,
0209-0-01,2590 orchard pkwy,san jose,CA,95131,10132001,1999,office,64512,64512,2024,in compliance,,,,312.5,832.9,312.4,828.2,5110958,16223.7,1237,86.2,1323.2,35.1,,,,,,,,,40.8,,2102,2177.9,35.7,
0210-0-00,2515 n 1st st,san jose,CA,95131,10102012,1984,office,47673,47673,2024,in compliance,,,,21.2,59.3,21.2,59.3,295692.3,2,71.6,0,71.6,6.4,,,0,,903.9,,,,,,,910.3,19.09,
0210-0-01,2525 north first street,san jose,CA,95131,10102012,1984,office,249832,73488,2024,in compliance,2024,compliant,,22.2,61.8,22.2,61.8,474124.7,133.3,114.8,0.7,115.5,9.6,,,0,,1355.8,,,,,,,1365.4,18.58,
0210-0-02,2535 north first street,san jose,CA,95131,10102012,1984,office,60667,60667,2024,in compliance,2024,compliant,,21.3,59.5,21.3,59.5,377509.2,55,91.4,0.3,91.7,8,,,0,,1129.9,,,,,,,1137.9,18.76,
0210-0-03,2545 n 1st st,san jose,CA,95131,10102012,1984,office,60248,60248,2024,in compliance,2024,compliant,,11.2,27,11.5,27.3,154040.7,1648.5,37.3,8.8,46,8,,,0,,1129.9,,,,,,,1137.9,18.89,
0213-0-00,2509 orchard pkwy,san jose,CA,95131,10102017,2016,office,199175,199175,2024,in compliance,,,99,16.5,45.9,16.5,45.9,953256.7,248,230.7,1.3,232,,7257.5,,,,,,,,,,,7257.5,36.44,
0214-0-00,2345 n 1st st,san jose,CA,95131,10103002,1998,office,113381,110881,2024,in compliance,2024,exempt,100,8.9,24.9,9.4,26.3,305113.5,0,73.8,0,73.8,,364.6,,,,,,,,,,,364.6,3.29,
0215-0-00,2315 n 1st st,san jose,CA,95131,10103003,1998,office,113881,113381,2024,in compliance,2024,exempt,,6.8,18.7,6.9,19.3,227158.7,126.5,55,0.7,55.7,,39,,,,,,,,,,,39,0.34,
0217-0-00,2300 orchard pkwy,san jose,CA,95131,10103005,2017,office,118631,116381,2024,in compliance,,,7,218.7,583.2,218.3,580.3,6842606,20560.2,1656.1,109.2,1765.3,,6069.9,,,,,,,,,,,6069.9,52.16,
0221-0-00,2107 n 1st st,san jose,CA,95131,10105004,1985,office,102986,103197,2024,in compliance,,,89,40.6,90.8,42,91.3,815994.3,15489.8,184.76,82.27,267.03,0,1200.3,,,,,,,,,,,1200.3,11.63,
0223-0-00,375 w trimble rd,san jose,CA,95131,10118003,1982,office,46026,46026,2024,in compliance,,,,11.8,33.1,11.8,33.1,159635.5,6,38.6,0,38.7,11.2,,,,,,,,,,,,11.2,0.24,
0223-0-01,397 w trimble rd,san jose,CA,95131,10118003,1982,office,251377,91725,2024,in compliance,2024,compliant,12,82,211.9,83.8,213.8,1931786,10969.8,467.5,58.3,525.8,86.7,,,,,,,,,,,,86.7,0.95,
0223-0-02,399 w trimble rd,san jose,CA,95131,10118003,1982,office,92842,92842,2024,in compliance,2024,compliant,65,50.8,108.4,51.3,107.7,836550.8,19119,202.5,101.6,304,200.7,,,,,,,,,,,,200.7,2.16,
0223-0-03,441 w trimble rd,san jose,CA,95131,10118003,1982,office,22062,22062,2024,in compliance,,,13,60,161.5,60.8,162.4,363847.6,1008,88.1,5.4,93.4,49.9,,,,,,,,,,,,49.9,2.26,
0224-0-00,2755 orchard pkwy,san jose,CA,95134,10118008,2017,office,101171,36383,2024,in compliance,,,57,73.7,133.6,76.5,136,339253.6,16241.2,82.1,86.3,168.4,,104.9,,,,,,,,,,,104.9,2.88,
0225-0-00,2701 orchard pkwy,san jose,CA,95134,10118009,1978,manufacturing/industrial plant,207006,207006,2024,in compliance,,,,118.3,310.5,120,312.3,6457588,28100.6,1562.9,149.3,1712.2,2541,,,,,,,,,,,,2541,12.28,
0226-0-00,2665 n 1st st,san jose,CA,95134,10119001,1975,office,97216,122155,2024,in compliance,,,60,74.1,155.5,77.2,158.7,1588807,40068.1,384.5,212.8,597.4,,1766.4,,,,,,,,,,,1766.4,14.46,
0227-0-00,2611 n 1st st,san jose,CA,95134,10119002,1984,office,68917,58256,2024,in compliance,2024,not submitted,27,125.5,212.3,126.6,211.7,768110.9,47543.8,173.92,252.53,426.45,,1424.9,,,,,,,,,,,1424.9,24.46,
0228-0-00,2610 orchard pkwy,san jose,CA,95134,10119003,1984,office,59797,59797,2024,in compliance,2024,compliant,87,66,127.5,67.2,127.7,571934.3,20669.5,138.4,109.8,248.2,203.6,,,,,,,,,,,,203.6,3.41,
0228-0-01,2630 orchard parkway,san jose,CA,95134,10119003,1984,office,64333,64333,2024,in compliance,2024,compliant,93,53.8,110.5,56.1,112.1,572901.1,16540.5,138.7,87.9,226.5,131.3,1146.2,,,,,,,,,,2313.4,3590.9,55.82,
0228-0-02,55 w trimble,san jose,CA,95131,10119003,1986,office,94515,94515,2024,in compliance,2024,compliant,85,118.7,288,120.7,290,2585573,25823.6,625.8,137.2,762.9,8.2,786.4,,,,,,,,,,,794.7,8.41,
0231-0-00,2711 n 1st st,san jose,CA,95134,10119006,1980,office,76568,76568,2024,in compliance,,,95,,,33.9,54.9,247564.4,17518.5,59.9,93,153,0.7,,367.6,,,,,,,,,,368.4,4.81,
0232-0-00,2731 n 1st st,san jose,CA,95134,10119008,1978,office,51023,51772,2024,in compliance,,,48,74.8,154.4,78.2,157,649735.2,18305.3,157.3,97.2,254.5,1763.9,,,,,,,,,,,,1763.9,34.07,
0233-0-00,2727 n 1st st,san jose,CA,95134,10119009,1997,office,50180,50180,2024,in compliance,,,76,64,160.7,65.1,161.8,785660.5,5838.3,177.9,31,208.9,,110.8,,,,,,,,,,,110.8,2.21,
0234-0-00,3099 orchard dr,san jose,CA,95134,10128001,1986,office,51505,51505,2024,in compliance,,,4,,,152,390.8,1994251,10267.1,482.7,54.5,537.2,,188.3,,,,,,,,,,,188.3,3.66,
0235-0-00,3055 orchard dr,san jose,CA,95134,10128002,1982,office,111285,111285,2024,in compliance,2024,not submitted,32,88.8,216.3,90.4,217.9,1582849,15492.7,383.1,82.3,465.4,,2193.6,,,,,,,,,,,2193.6,28.54,
0236-0-00,3041 orchard pkwy,san jose,CA,95134,10128003,1985,manufacturing/industrial plant,64265,64000,2024,in compliance,2024,exempt,,66.4,159.7,68.4,160.5,951044.3,11326.1,230.2,60.2,290.3,173.7,,,,,,,,,504.9,,1472.4,2151.1,33.61,
0237-0-00,3025 orchard pkwy,san jose,CA,95134,10128004,1980,other - technology/science,61226,62000,2024,in compliance,,,,87,216.6,87.7,216.1,1287691,10425.5,291.56,55.37,346.94,162.2,,,,,,,,,615.4,,,777.6,12.54,
0239-0-00,2811 orchard pkwy,san jose,CA,95134,10128006,1981,office,84560,84560,2024,in compliance,,,97,20.5,50.6,20.5,49.8,400108.2,3686.7,96.8,19.6,116.4,,,,,1431,,,,,,,,1431,16.92,
0240-0-00,30 w montague expy,san jose,CA,95134,10129001,1980,office,75590,34170,2024,in compliance,,,,6.8,19.1,6.8,19.1,68460.7,,16.6,0,16.6,,897.2,,,,,,,,,,,897.2,26.26,
0240-0-02,3099 n 1st st,san jose,CA,95134,10129001,1980,office,44514,44514,2024,in compliance,2024,exempt,25,81.4,147.3,81.4,147.3,461180.4,20478.3,111.6,108.8,220.4,,1736.5,,,,,,,,,,,1736.5,39.01,
0241-0-00,3051 n 1st st,san jose,CA,95134,10129002,1980,office,78359,35171,2024,in compliance,2024,exempt,55,36.8,97.5,37.2,97.3,342759.5,1396.1,83,7.4,90.4,,614.4,,,,,,,,,,,614.4,17.47,
0241-0-01,3081 n 1st st,san jose,CA,95134,10129002,1980,office,45524,45524,2024,in compliance,,,99,14.2,28.6,15.1,29.6,104810.7,3293.3,25.4,17.5,42.9,,333.2,,,,,,,,,,,333.2,7.32,
0242-0-00,3070 orchard dr,san jose,CA,95134,10129003,1980,office,31020,33067,2024,in compliance,,,,15.7,26,15.7,26,52289,3414.8,12.7,18.1,30.8,,447.6,,,,,,,,,,,447.6,13.54,
0243-0-00,3052 orchard dr,san jose,CA,95134,10129004,1980,office,37640,40413,2024,in compliance,,,62,44.9,98.5,46.5,99.3,341680.7,7119.2,82.7,37.8,120.5,,839.7,2322.5,,,,,,,,,,3162.2,78.25,
0245-0-00,3000 orchard pkwy,san jose,CA,95134,10129006,2000,office,126244,53172,2024,in compliance,,,,3.1,8.5,3.1,8.5,47274.1,12,11.4,0.1,11.5,0,,2.3,,,,,,,,,,2.3,0.04,
0247-0-00,2825 n 1st st,san jose,CA,95134,10129012,1985,manufacturing/industrial plant,51578,51758,2024,in compliance,2024,not submitted,,170.6,397.1,168.5,389,1838599,24481.8,416.3,130,546.3,228.2,,780.2,,,,,,,,,,1008.4,19.48,
0248-0-00,2820 orchard pkwy,san jose,CA,95134-2019,10129010,1984,office,62260,62260,2024,in compliance,,,93,58.9,91.2,60.3,92.7,581667.9,17706.3,76,94,170,,2104.6,,,,,,,,,,,2104.6,33.8,
0248-0-01,75 west plumeria dr,san jose,CA,95134-2019,10129010,1984,office,62500,62500,2024,in compliance,,,86,60.3,117.2,61.6,118.6,754176.2,12767.3,137.9,67.8,205.7,,647.8,,,,,,,,,,,647.8,10.37,
0248-1-00,3 w plumeria dr,san jose,CA,95134,10129013,2020,office,79803,79341,2024,in compliance,2024,compliant,17,192.2,331,192.6,327.1,1874971,88838.8,403,471.9,874.9,,1162.4,,,,,,,,,,,1162.4,14.65,
0249-0-00,2904 orchard pkwy,san jose,CA,95134,10129011,1995,laboratory,78979,78979,2024,in compliance,,,,142.5,355.3,143.8,354.3,2688883,21843,650.8,116,766.8,,970.6,,,,,,,,,,,970.6,12.29,
0250-0-00,3061-3081 zanker rd,san jose,CA,95134,10130001,1980,laboratory,180000,180000,2024,in compliance,,,,146.3,386.3,146.5,384.7,6960781,26160.1,1684.7,138.9,1823.7,,54.8,,,,,,,,,,,54.8,0.3,
0254-0-00,30 e plumeria dr,san jose,CA,95134,10130008,1981,office,69300,69300,2024,in compliance,,,27,200.4,223.7,200.4,223.7,153414.1,133674.7,34.7,710,744.7,1687.7,668.2,,,,,,,,,,,2355.9,34,
0265-0-00,2625 zanker rd,san jose,CA,95134,10130026,1986,office,51400,51000,2024,in compliance,,,84,45.3,95.7,46.6,96.3,404588.5,9943.8,97.9,52.8,150.7,1607.7,,,,,,,,,,,,1607.7,31.52,
0266-0-00,2645 zanker rd,san jose,CA,95134,10130027,1986,office,52920,51812,2024,in compliance,,,44,61.6,133.1,63.6,134,583620.2,13030.5,141.3,69.2,210.5,,924.2,,,,,,,,,,,924.2,17.84,
0270-0-00,2880 junction ave,san jose,CA,95134,10131002,1984,office,79143,81046,2024,in compliance,2024,compliant,,46.1,81.3,46.1,81.3,445902.2,22153.6,107.9,117.7,225.6,61.2,,1979.9,,,,,,,,,,2041.1,25.18,
0271-0-00,2860 junction ave,san jose,CA,95134,10131003,1984,office,74129,67537,2024,in compliance,2024,compliant,,5.5,15.3,5.5,15.3,108045.7,11,26.2,0.1,26.2,6.3,,1779.5,,,,,,,,,,1785.8,26.44,
0274-0-00,2833 junction ave,san jose,CA,95134,10131006,1986,office,44088,44088,2024,in compliance,,,72,51.1,108.3,53.6,110.9,403308.3,9884,97.6,52.5,150.1,850.2,,1916.8,,,,,,,,,,2767,62.76,
0275-0-00,2851 junction ave,san jose,CA,95134,10131007,2001,office,155613,155613,2024,in compliance,,,4,124.3,311.2,124.8,309.6,4653280,35448.1,1126.2,188.3,1314.5,,5048.9,,,,,,,,,,,5048.9,32.44,
0276-0-00,2950 zanker rd,san jose,CA,95134,10131008,1982,office,39314,39314,2024,in compliance,,,1,649.6,1694.3,652.6,1697.4,6664777,29149.3,1613.1,154.8,1767.9,2830.9,,,,,,,,,,,,2830.9,72.01,
0277-0-00,2890 zanker rd,san jose,CA,95134,10131009,1986,office,45862,44088,2024,in compliance,,,75,46.3,100.8,48,101.5,377074.2,8293,91.3,44,135.3,40.8,,,,,,,,,,,,40.8,0.92,
0278-0-00,2880 zanker rd,san jose,CA,95134,10131010,1986,office,57824,58551,2024,in compliance,,,86,36.3,81.1,38,81.8,411342.5,8200.1,99.6,43.6,143.1,87.5,,1685.4,,,,,,,,,,1772.9,30.28,
0279-0-00,2860 zanker rd,san jose,CA,95134,10131011,1986,office,43086,44088,2024,in compliance,2024,compliant,65,53.7,118.2,55.8,120.4,456683.3,9019.5,110.5,47.9,158.4,98.5,,1786.9,,,,,,,,,,1885.4,42.77,
